symbol,series,date,time,orno,bors,vd,vo,lp,mkt
XXX,EQ,7-Apr-06,14:28:16,200604071225269.00,B,21,187,3123.05,N
XXX,EQ,7-Apr-06,14:28:16,200604071226087.00,S,10,10,3125,N
XXX,EQ,7-Apr-06,14:28:17,200604071225497.00,B,146,146,3123,N
XXX,EQ,7-Apr-06,14:28:27,200604071226798.00,B,2,2,3125,N
XXX,EQ,7-Apr-06,14:28:27,200604074640271.00,S,10,50,3149.95,N
XXX,EQ,7-Apr-06,14:28:28,200604078181352.00,B,10,10,3110,N
XXX,EQ,7-Apr-06,14:28:32,200604071227070.00,B,1,1,3100,N
XXX,EQ,7-Apr-06,14:28:46,200604074641539.00,B,1,1,3051,N
XXX,EQ,7-Apr-06,14:28:46,200604078182697.00,B,1,1,3125,N
XXX,EQ,7-Apr-06,14:28:50,200604071177181.00,B,10,10,3100,N
XXX,EQ,7-Apr-06,14:28:51,200604070210968.00,S,1,1,3250,N
XXX,EQ,7-Apr-06,14:28:51,200604074641877.00,S,25,25,,Y
XXX,EQ,7-Apr-06,14:29:02,200604078183918.00,S,10,10,3120,N
XXX,EQ,7-Apr-06,14:29:04,200604071196576.00,B,25,25,3112.1,N
XXX,EQ,7-Apr-06,14:29:05,200604074630406.00,B,20,200,3114.2,N
XXX,EQ,7-Apr-06,14:29:06,200604074642874.00,B,4,4,3000,N
XXX,EQ,7-Apr-06,14:29:09,200604070228799.00,S,10,10,3250,N
XXX,EQ,7-Apr-06,14:29:09,200604071229288.00,B,10,10,3120,N
XXX,EQ,7-Apr-06,14:29:11,200604070212479.00,S,10,10,3260,N
XXX,EQ,7-Apr-06,14:29:13,200604071225269.00,B,21,141,3120.05,N
XXX,EQ,7-Apr-06,14:29:13,200604071229552.00,B,1,1,3130,N
XXX,EQ,7-Apr-06,14:29:29,200604078143591.00,B,1,1,3124,N
XXX,EQ,7-Apr-06,14:29:31,200604078180299.00,B,20,200,3114.15,N
XXX,EQ,7-Apr-06,14:29:35,200604071230829.00,S,10,10,3123.05,N
XXX,EQ,7-Apr-06,14:29:37,200604078186230.00,B,1,1,3100,N
XXX,EQ,7-Apr-06,14:29:39,200604078186373.00,B,1,1,3050,N
XXX,EQ,7-Apr-06,14:29:40,200604074644928.00,S,300,300,3125,N
XXX,EQ,7-Apr-06,14:29:40,200604078180299.00,B,20,200,3114.35,N
XXX,EQ,7-Apr-06,14:29:43,200604074645130.00,S,10,10,3123,N
XXX,EQ,7-Apr-06,14:29:49,200604078186978.00,S,1,1,3124,N
XXX,EQ,7-Apr-06,14:29:50,200604078187067.00,S,2,2,3125,N
XXX,EQ,7-Apr-06,14:29:57,200604071225269.00,B,21,131,3123,N
XXX,EQ,7-Apr-06,14:29:57,200604071225269.00,B,21,131,3123,N
XXX,EQ,7-Apr-06,14:30:03,200604071232265.00,B,21,121,3120.1,N
XXX,EQ,7-Apr-06,14:30:04,200604078187916.00,B,10,100,3124.2,N
XXX,EQ,7-Apr-06,14:30:07,200604071232458.00,S,25,25,3140,N
XXX,EQ,7-Apr-06,14:30:08,200604071232517.00,B,146,146,3123,N
XXX,EQ,7-Apr-06,14:30:11,200604071232517.00,B,146,146,3125,N
XXX,EQ,7-Apr-06,14:30:13,200604074644928.00,S,300,300,3125,N
XXX,EQ,7-Apr-06,14:30:15,200604078124217.00,B,10,10,3100,N
XXX,EQ,7-Apr-06,14:30:18,200604071196959.00,B,5,5,3110,N
XXX,EQ,7-Apr-06,14:30:21,200604071233163.00,B,1,1,3120,N
XXX,EQ,7-Apr-06,14:30:27,200604074647578.00,B,5,5,3125,N
XXX,EQ,7-Apr-06,14:30:28,200604078189352.00,B,5,5,3123,N
XXX,EQ,7-Apr-06,14:30:36,200604071233956.00,S,5,5,3120,N
XXX,EQ,7-Apr-06,14:30:38,200604071234085.00,S,10,10,3150,N
XXX,EQ,7-Apr-06,14:30:39,200604071232265.00,B,21,121,3125.05,N
XXX,EQ,7-Apr-06,14:30:45,200604071234445.00,S,5,5,3120,N
XXX,EQ,7-Apr-06,14:30:48,200604074648743.00,B,16,16,3125,N
XXX,EQ,7-Apr-06,14:30:52,200604074648965.00,B,1,1,3120,N
XXX,EQ,7-Apr-06,14:30:53,200604074649050.00,B,1,1,3115,N
XXX,EQ,7-Apr-06,14:30:54,200604078187916.00,B,10,100,3124.2,N
XXX,EQ,7-Apr-06,14:30:55,200604074649122.00,B,1,1,3110,N
XXX,EQ,7-Apr-06,14:30:57,200604074648743.00,B,16,16,3130,N
XXX,EQ,7-Apr-06,14:31:05,200604078191532.00,B,2,2,,Y
XXX,EQ,7-Apr-06,14:31:06,200604074630406.00,B,20,200,3114.4,N
XXX,EQ,7-Apr-06,14:31:06,200604078191634.00,S,10,10,,Y
XXX,EQ,7-Apr-06,14:31:06,200604078191639.00,B,10,10,3300,N
XXX,EQ,7-Apr-06,14:31:06,200604078191649.00,S,2,2,3127.95,N
XXX,EQ,7-Apr-06,14:31:09,200604078191785.00,S,12,12,3124,N
XXX,EQ,7-Apr-06,14:31:22,200604071236422.00,S,2,2,3248,N
XXX,EQ,7-Apr-06,14:31:23,200604074650606.00,B,50,50,3120.05,N
XXX,EQ,7-Apr-06,14:31:24,200604074650684.00,S,3,3,3125.05,N
XXX,EQ,7-Apr-06,14:31:25,200604074636007.00,S,200,200,3128,N
XXX,EQ,7-Apr-06,14:31:29,200604071236422.00,S,2,2,3248,N
XXX,EQ,7-Apr-06,14:31:31,200604074651091.00,B,17,17,3125.25,N
XXX,EQ,7-Apr-06,14:31:32,200604074651160.00,S,20,20,3127.95,N
XXX,EQ,7-Apr-06,14:31:35,200604074651271.00,B,100,100,3127.95,N
XXX,EQ,7-Apr-06,14:31:41,200604074651644.00,S,5,5,3125.05,N
XXX,EQ,7-Apr-06,14:31:45,200604071232265.00,B,18,91,3125.25,N
XXX,EQ,7-Apr-06,14:31:47,200604071232265.00,B,18,91,3125.35,N
XXX,EQ,7-Apr-06,14:31:47,200604074651973.00,B,50,50,3125.3,N
XXX,EQ,7-Apr-06,14:31:58,200604074652632.00,S,10,10,3130,N
XXX,EQ,7-Apr-06,14:32:00,200604071232458.00,S,25,25,3140,N
XXX,EQ,7-Apr-06,14:32:05,200604074651973.00,B,50,50,3125.4,N
XXX,EQ,7-Apr-06,14:32:06,200604071238919.00,B,2,2,3100,N
XXX,EQ,7-Apr-06,14:32:12,200604074653366.00,S,10,10,3127.95,N
XXX,EQ,7-Apr-06,14:32:17,200604074653693.00,B,10,10,3125,N
XXX,EQ,7-Apr-06,14:32:20,200604071232265.00,B,18,91,3125.35,N
XXX,EQ,7-Apr-06,14:32:22,200604074640271.00,S,10,50,3149.95,N
XXX,EQ,7-Apr-06,14:32:25,200604071239984.00,S,20,109,3127.95,N
XXX,EQ,7-Apr-06,14:32:26,200604074357534.00,S,50,50,3150,N
XXX,EQ,7-Apr-06,14:32:30,200604078196793.00,B,5,5,3000,N
XXX,EQ,7-Apr-06,14:32:34,200604078197078.00,B,50,50,3130,N
XXX,EQ,7-Apr-06,14:32:51,200604071241526.00,S,1,1,3130,N
XXX,EQ,7-Apr-06,14:32:56,200604074656065.00,B,5,5,3001,N
XXX,EQ,7-Apr-06,14:32:58,200604074656229.00,S,10,100,3139.95,N
XXX,EQ,7-Apr-06,14:32:58,200604078198739.00,S,50,50,3172,N
XXX,EQ,7-Apr-06,14:33:03,200604074551651.00,S,10,10,3075,N
XXX,EQ,7-Apr-06,14:33:05,200604071242379.00,B,1,1,3130,N
XXX,EQ,7-Apr-06,14:33:10,200604078199668.00,B,500,500,3130,N
XXX,EQ,7-Apr-06,14:33:12,200604071242866.00,S,100,100,3137.9,N
XXX,EQ,7-Apr-06,14:33:12,200604074657145.00,B,10,10,3130,N
XXX,EQ,7-Apr-06,14:33:17,200604078200166.00,S,50,50,3130,N
XXX,EQ,7-Apr-06,14:33:19,200604071242866.00,S,10,100,3137.9,N
XXX,EQ,7-Apr-06,14:33:20,200604078200398.00,B,10,100,3126,N
XXX,EQ,7-Apr-06,14:33:21,200604071243471.00,B,20,20,3130,N
XXX,EQ,7-Apr-06,14:33:22,200604078200602.00,S,5,5,3125.4,N
XXX,EQ,7-Apr-06,14:33:24,200604071243687.00,B,50,50,3130,N
XXX,EQ,7-Apr-06,14:33:25,200604071242866.00,S,10,100,3137.9,N
XXX,EQ,7-Apr-06,14:33:25,200604078200757.00,S,50,500,3125.5,N
XXX,EQ,7-Apr-06,14:33:28,200604078201009.00,B,50,50,,Y
XXX,EQ,7-Apr-06,14:33:30,200604074658420.00,S,1,1,3125.4,N
XXX,EQ,7-Apr-06,14:33:31,200604071244149.00,B,180,180,3130,N
XXX,EQ,7-Apr-06,14:33:32,200604074658519.00,B,1,1,,Y
XXX,EQ,7-Apr-06,14:33:35,200604074658756.00,B,400,400,3130.2,N
XXX,EQ,7-Apr-06,14:33:39,200604074651091.00,B,17,17,3130.15,N
XXX,EQ,7-Apr-06,14:33:39,200604078201919.00,B,7,7,3130,N
XXX,EQ,7-Apr-06,14:33:43,200604071244149.00,B,59,59,3130,N
XXX,EQ,7-Apr-06,14:33:43,200604078202220.00,S,55,500,3135,N
XXX,EQ,7-Apr-06,14:33:45,200604074659486.00,B,1,1,,Y
XXX,EQ,7-Apr-06,14:33:46,200604074651091.00,B,17,17,3130.35,N
XXX,EQ,7-Apr-06,14:33:49,200604074598123.00,B,20,20,3095,N
XXX,EQ,7-Apr-06,14:33:51,200604074651973.00,B,50,50,3130.05,N
XXX,EQ,7-Apr-06,14:33:51,200604078202905.00,S,25,250,3130,N
XXX,EQ,7-Apr-06,14:33:56,200604071244149.00,B,59,59,3130.1,N
XXX,EQ,7-Apr-06,14:33:56,200604078191639.00,B,10,10,3310,N
XXX,EQ,7-Apr-06,14:33:57,200604074660263.00,B,1,1,3000,N
XXX,EQ,7-Apr-06,14:34:00,200604074658756.00,B,400,400,3130.2,N
XXX,EQ,7-Apr-06,14:34:01,200604074660263.00,B,1,1,3000,N
XXX,EQ,7-Apr-06,14:34:02,200604071244149.00,B,59,59,3135,N
XXX,EQ,7-Apr-06,14:34:02,200604074660599.00,B,50,50,3135,N
XXX,EQ,7-Apr-06,14:34:06,200604078200398.00,B,10,100,3132,N
XXX,EQ,7-Apr-06,14:34:07,200604074651973.00,B,50,50,3130.3,N
XXX,EQ,7-Apr-06,14:34:10,200604074661174.00,B,200,200,3131.05,N
XXX,EQ,7-Apr-06,14:34:11,200604074661269.00,B,200,200,3130.25,N
XXX,EQ,7-Apr-06,14:34:14,200604074661469.00,B,25,25,3132,N
XXX,EQ,7-Apr-06,14:34:14,200604078204654.00,S,1,1,3200,N
XXX,EQ,7-Apr-06,14:34:15,200604078180299.00,B,20,200,3120.35,N
XXX,EQ,7-Apr-06,14:34:17,200604074661687.00,B,200,200,3140,N
XXX,EQ,7-Apr-06,14:34:18,200604078204923.00,B,20,20,3125,N
XXX,EQ,7-Apr-06,14:34:19,200604074661269.00,B,125,200,3130.25,N
XXX,EQ,7-Apr-06,14:34:20,200604074661893.00,B,200,200,3140,N
XXX,EQ,7-Apr-06,14:34:20,200604076676631.00,B,5,5,3050,N
XXX,EQ,7-Apr-06,14:34:22,200604074661174.00,B,200,200,3131.05,N
XXX,EQ,7-Apr-06,14:34:25,200604071247903.00,B,200,200,3135,N
XXX,EQ,7-Apr-06,14:34:25,200604074661269.00,B,125,200,3135,N
XXX,EQ,7-Apr-06,14:34:26,200604074662284.00,S,25,25,3130.2,N
XXX,EQ,7-Apr-06,14:34:28,200604074662392.00,S,25,25,3145,N
XXX,EQ,7-Apr-06,14:34:29,200604074661269.00,B,125,200,3132.5,N
XXX,EQ,7-Apr-06,14:34:33,200604071248485.00,B,10,10,3137.95,N
XXX,EQ,7-Apr-06,14:34:34,200604074651973.00,B,5,50,3132.05,N
XXX,EQ,7-Apr-06,14:34:39,200604071247903.00,B,175,175,3140,N
XXX,EQ,7-Apr-06,14:34:39,200604074663200.00,B,2,2,3137.95,N
XXX,EQ,7-Apr-06,14:34:39,200604074663243.00,S,10,10,3150,N
XXX,EQ,7-Apr-06,14:34:39,200604078021957.00,B,5,5,,Y
XXX,EQ,7-Apr-06,14:34:39,200604078191639.00,B,10,10,3310,N
XXX,EQ,7-Apr-06,14:34:39,200604078206613.00,B,50,400,3145,N
XXX,EQ,7-Apr-06,14:34:40,200604078206686.00,B,9,9,,Y
XXX,EQ,7-Apr-06,14:34:41,200604078206841.00,S,26,250,3135,N
XXX,EQ,7-Apr-06,14:34:42,200604074505493.00,S,100,100,3150,N
XXX,EQ,7-Apr-06,14:34:43,200604071249214.00,S,5,5,3132,N
XXX,EQ,7-Apr-06,14:34:43,200604074661269.00,B,125,200,3135.15,N
XXX,EQ,7-Apr-06,14:34:43,200604078180299.00,B,20,200,3120.35,N
XXX,EQ,7-Apr-06,14:34:44,200604071249292.00,B,400,400,3140,N
XXX,EQ,7-Apr-06,14:34:45,200604074505861.00,S,100,100,3150,N
XXX,EQ,7-Apr-06,14:34:48,200604071249558.00,S,20,20,3145,N
XXX,EQ,7-Apr-06,14:34:49,200604071249587.00,S,50,50,3137,N
XXX,EQ,7-Apr-06,14:34:49,200604071249649.00,S,10,10,3180,N
XXX,EQ,7-Apr-06,14:34:51,200604078207673.00,B,5,5,,Y
XXX,EQ,7-Apr-06,14:34:54,200604071250003.00,B,400,400,3140.1,N
XXX,EQ,7-Apr-06,14:34:54,200604078207957.00,S,50,500,3140,N
XXX,EQ,7-Apr-06,14:34:57,200604074664617.00,B,200,200,3140.2,N
XXX,EQ,7-Apr-06,14:34:58,200604071250306.00,S,4,4,3145,N
XXX,EQ,7-Apr-06,14:34:58,200604078208286.00,S,1000,1000,3210,N
XXX,EQ,7-Apr-06,14:35:00,200604074661269.00,B,45,120,3140.15,N
XXX,EQ,7-Apr-06,14:35:02,200604074664617.00,B,200,200,3140.2,N
XXX,EQ,7-Apr-06,14:35:03,200604071250674.00,B,200,200,3145,N
XXX,EQ,7-Apr-06,14:35:04,200604074661269.00,B,45,120,3140.35,N
XXX,EQ,7-Apr-06,14:35:05,200604071250003.00,B,250,250,3140.25,N
XXX,EQ,7-Apr-06,14:35:05,200604074665155.00,S,1,1,3148,N
XXX,EQ,7-Apr-06,14:35:08,200604074665398.00,B,25,25,3148.9,N
XXX,EQ,7-Apr-06,14:35:09,200604071250003.00,B,50,50,3140.25,N
XXX,EQ,7-Apr-06,14:35:09,200604071251118.00,S,5,5,3160,N
XXX,EQ,7-Apr-06,14:35:11,200604071251208.00,S,10,100,3145,N
XXX,EQ,7-Apr-06,14:35:11,200604074665611.00,S,2,20,3148.95,N
XXX,EQ,7-Apr-06,14:35:12,200604071251285.00,S,50,50,3149.9,N
XXX,EQ,7-Apr-06,14:35:13,200604071250003.00,B,50,50,3150,N
XXX,EQ,7-Apr-06,14:35:16,200604071250674.00,B,200,200,3145,N
XXX,EQ,7-Apr-06,14:35:16,200604071251579.00,S,30,30,3147,N
XXX,EQ,7-Apr-06,14:35:18,200604071251711.00,S,200,200,3148.9,N
XXX,EQ,7-Apr-06,14:35:18,200604074537299.00,S,2,2,3170,N
XXX,EQ,7-Apr-06,14:35:19,200604071251776.00,S,200,200,3140,N
XXX,EQ,7-Apr-06,14:35:20,200604071251849.00,S,20,101,3148.9,N
XXX,EQ,7-Apr-06,14:35:20,200604071251881.00,S,30,30,3145,N
XXX,EQ,7-Apr-06,14:35:20,200604074666371.00,B,30,30,3145.05,N
XXX,EQ,7-Apr-06,14:35:21,200604074661469.00,B,25,25,3132,N
XXX,EQ,7-Apr-06,14:35:24,200604071251881.00,S,30,30,3145,N
XXX,EQ,7-Apr-06,14:35:24,200604071252190.00,B,100,100,3145,N
XXX,EQ,7-Apr-06,14:35:25,200604071251579.00,S,30,30,3147,N
XXX,EQ,7-Apr-06,14:35:28,200604078006659.00,S,50,50,3145,N
XXX,EQ,7-Apr-06,14:35:29,200604078200398.00,B,10,100,3159,N
XXX,EQ,7-Apr-06,14:35:30,200604071251711.00,S,200,200,3148.9,N
XXX,EQ,7-Apr-06,14:35:31,200604071252669.00,B,5,5,3149,N
XXX,EQ,7-Apr-06,14:35:33,200604074667348.00,S,5,5,3165,N
XXX,EQ,7-Apr-06,14:35:33,200604074667380.00,S,30,30,3148.95,N
XXX,EQ,7-Apr-06,14:35:34,200604071252856.00,B,1,1,,Y
XXX,EQ,7-Apr-06,14:35:35,200604078211283.00,B,200,200,3150.15,N
XXX,EQ,7-Apr-06,14:35:37,200604071253053.00,B,100,100,3132.05,N
XXX,EQ,7-Apr-06,14:35:38,200604070835931.00,S,3,3,3170,N
XXX,EQ,7-Apr-06,14:35:38,200604078211490.00,S,12,12,3148.9,N
XXX,EQ,7-Apr-06,14:35:40,200604074667864.00,S,1,1,3148.9,N
XXX,EQ,7-Apr-06,14:35:40,200604078211670.00,B,100,100,3155.1,N
XXX,EQ,7-Apr-06,14:35:40,200604078211679.00,B,50,50,3149,N
XXX,EQ,7-Apr-06,14:35:43,200604071253441.00,B,20,200,3133,N
XXX,EQ,7-Apr-06,14:35:44,200604071253053.00,B,100,100,3132.05,N
XXX,EQ,7-Apr-06,14:35:44,200604071253539.00,B,5,5,3133,N
XXX,EQ,7-Apr-06,14:35:44,200604078211969.00,B,1,1,,Y
XXX,EQ,7-Apr-06,14:35:45,200604078093175.00,S,100,100,3120,N
XXX,EQ,7-Apr-06,14:35:46,200604074458638.00,S,2,2,3189,N
XXX,EQ,7-Apr-06,14:35:49,200604071253807.00,B,10,10,3149,N
XXX,EQ,7-Apr-06,14:35:49,200604078212413.00,S,55,500,3140,N
XXX,EQ,7-Apr-06,14:35:49,200604078212447.00,S,200,200,3178.9,N
XXX,EQ,7-Apr-06,14:35:50,200604074651973.00,B,5,50,3130.05,N
XXX,EQ,7-Apr-06,14:35:53,200604071253441.00,B,20,200,3135,N
XXX,EQ,7-Apr-06,14:35:53,200604071254118.00,S,41,41,3148.9,N
XXX,EQ,7-Apr-06,14:35:54,200604071254145.00,B,10,10,3133,N
XXX,EQ,7-Apr-06,14:35:54,200604074668884.00,S,10,100,3199.95,N
XXX,EQ,7-Apr-06,14:35:56,200604071254118.00,S,41,41,3148.65,N
XXX,EQ,7-Apr-06,14:35:57,200604074669051.00,S,50,50,3148.85,N
XXX,EQ,7-Apr-06,14:36:00,200604078212447.00,S,100,100,3178.9,N
XXX,EQ,7-Apr-06,14:36:00,200604078213240.00,B,1,1,3148.9,N
XXX,EQ,7-Apr-06,14:36:00,200604078213264.00,S,5,5,3150,N
XXX,EQ,7-Apr-06,14:36:01,200604071254591.00,S,50,50,3148.9,N
XXX,EQ,7-Apr-06,14:36:02,200604071254672.00,S,1,1,3148.9,N
XXX,EQ,7-Apr-06,14:36:03,200604071254118.00,S,41,41,3148,N
XXX,EQ,7-Apr-06,14:36:03,200604071254732.00,B,10,10,3148.9,N
XXX,EQ,7-Apr-06,14:36:05,200604071254870.00,B,200,200,3131,N
XXX,EQ,7-Apr-06,14:36:06,200604074651973.00,B,5,50,3135.05,N
XXX,EQ,7-Apr-06,14:36:07,200604071255034.00,S,1,1,3159.95,N
XXX,EQ,7-Apr-06,14:36:08,200604078139531.00,B,30,30,3105,N
XXX,EQ,7-Apr-06,14:36:12,200604071255378.00,S,10,10,3150,N
XXX,EQ,7-Apr-06,14:36:12,200604078214143.00,S,5,5,3148,N
XXX,EQ,7-Apr-06,14:36:14,200604071253441.00,B,20,200,3135,N
XXX,EQ,7-Apr-06,14:36:14,200604074670298.00,B,5,5,3148.9,N
XXX,EQ,7-Apr-06,14:36:15,200604071254118.00,S,31,31,3148,N
XXX,EQ,7-Apr-06,14:36:16,200604074670429.00,S,20,20,3149,N
XXX,EQ,7-Apr-06,14:36:17,200604071255657.00,S,100,100,3148.9,N
XXX,EQ,7-Apr-06,14:36:22,200604071256057.00,B,200,200,3140,N
XXX,EQ,7-Apr-06,14:36:24,200604078215106.00,B,3,3,,Y
XXX,EQ,7-Apr-06,14:36:25,200604078215184.00,S,10,10,3140,N
XXX,EQ,7-Apr-06,14:36:31,200604078215680.00,S,2,2,3148.9,N
XXX,EQ,7-Apr-06,14:36:32,200604071254118.00,S,31,31,3148,N
XXX,EQ,7-Apr-06,14:36:32,200604074671577.00,B,5,5,3127.95,N
XXX,EQ,7-Apr-06,14:36:34,200604071256780.00,B,200,200,3140,N
XXX,EQ,7-Apr-06,14:36:35,200604074651973.00,B,5,50,3133.05,N
XXX,EQ,7-Apr-06,14:36:36,200604074671863.00,S,25,25,3135.05,N
XXX,EQ,7-Apr-06,14:36:37,200604071253539.00,B,5,5,3142,N
XXX,EQ,7-Apr-06,14:36:38,200604078214143.00,S,5,5,3158.5,N
XXX,EQ,7-Apr-06,14:36:41,200604078216383.00,B,100,100,3140,N
XXX,EQ,7-Apr-06,14:36:42,200604071257308.00,B,1,1,3135.05,N
XXX,EQ,7-Apr-06,14:36:44,200604071257438.00,S,25,25,,Y
XXX,EQ,7-Apr-06,14:36:45,200604074672448.00,S,1,1,3140,N
XXX,EQ,7-Apr-06,14:36:45,200604074672518.00,B,50,50,3131.05,N
XXX,EQ,7-Apr-06,14:36:46,200604071255657.00,S,100,100,3148.9,N
XXX,EQ,7-Apr-06,14:36:49,200604078217000.00,B,3,3,3140,N
XXX,EQ,7-Apr-06,14:36:51,200604074672867.00,S,10,10,3135,N
XXX,EQ,7-Apr-06,14:36:51,200604078217143.00,B,50,50,3136,N
XXX,EQ,7-Apr-06,14:36:51,200604078217150.00,S,44,44,3148,N
XXX,EQ,7-Apr-06,14:36:51,200604078217190.00,S,59,500,3145,N
XXX,EQ,7-Apr-06,14:36:52,200604071257937.00,B,19,19,3135,N
XXX,EQ,7-Apr-06,14:36:54,200604071254870.00,B,200,200,3131,N
XXX,EQ,7-Apr-06,14:36:57,200604071058128.00,S,25,25,3180,N
XXX,EQ,7-Apr-06,14:36:57,200604071258301.00,S,20,200,3139.9,N
XXX,EQ,7-Apr-06,14:36:58,200604071015230.00,B,20,20,3050,N
XXX,EQ,7-Apr-06,14:36:58,200604078212413.00,S,5,5,3130,N
XXX,EQ,7-Apr-06,14:36:59,200604078093175.00,S,100,100,3110,N
XXX,EQ,7-Apr-06,14:37:01,200604074464735.00,S,5,5,3139,N
XXX,EQ,7-Apr-06,14:37:01,200604074630406.00,B,20,200,3114.4,N
XXX,EQ,7-Apr-06,14:37:02,200604070370866.00,S,15,15,3240,N
XXX,EQ,7-Apr-06,14:37:03,200604074638109.00,B,100,100,3100.25,N
XXX,EQ,7-Apr-06,14:37:04,200604074650606.00,B,50,50,3120.05,N
XXX,EQ,7-Apr-06,14:37:05,200604074524100.00,S,5,5,3140,N
XXX,EQ,7-Apr-06,14:37:05,200604078218274.00,S,10,10,3160.9,N
XXX,EQ,7-Apr-06,14:37:07,200604071258301.00,S,20,200,3138.9,N
XXX,EQ,7-Apr-06,14:37:08,200604071259093.00,S,50,50,3140,N
XXX,EQ,7-Apr-06,14:37:08,200604078218490.00,B,2,2,3134,N
XXX,EQ,7-Apr-06,14:37:09,200604071259186.00,S,200,200,3148.8,N
XXX,EQ,7-Apr-06,14:37:09,200604078218556.00,S,10,10,3169.9,N
XXX,EQ,7-Apr-06,14:37:11,200604078218671.00,S,1,1,3143.05,N
XXX,EQ,7-Apr-06,14:37:12,200604078218752.00,S,10,10,3170.9,N
XXX,EQ,7-Apr-06,14:37:14,200604071259186.00,S,50,200,3148.8,N
XXX,EQ,7-Apr-06,14:37:17,200604071259699.00,S,1,1,,Y
XXX,EQ,7-Apr-06,14:37:18,200604071259792.00,S,200,200,3136,N
XXX,EQ,7-Apr-06,14:37:21,200604071259792.00,S,166,166,3135,N
XXX,EQ,7-Apr-06,14:37:21,200604071260055.00,S,3,3,3136,N
XXX,EQ,7-Apr-06,14:37:25,200604071260332.00,B,1,1,3050,N
XXX,EQ,7-Apr-06,14:37:28,200604078220049.00,S,55,500,3135,N
XXX,EQ,7-Apr-06,14:37:30,200604078220153.00,B,10,10,3110,N
XXX,EQ,7-Apr-06,14:37:31,200604071142165.00,B,10,10,3102,N
XXX,EQ,7-Apr-06,14:37:32,200604071254672.00,S,1,1,3136,N
XXX,EQ,7-Apr-06,14:37:32,200604071259792.00,S,147,147,3134,N
XXX,EQ,7-Apr-06,14:37:34,200604071260986.00,S,20,200,3135,N
XXX,EQ,7-Apr-06,14:37:35,200604073813780.00,S,10,10,3270,N
XXX,EQ,7-Apr-06,14:37:39,200604071259792.00,S,145,145,3130,N
XXX,EQ,7-Apr-06,14:37:40,200604071215132.00,B,10,10,3114,N
XXX,EQ,7-Apr-06,14:37:40,200604071261480.00,S,10,10,3140,N
XXX,EQ,7-Apr-06,14:37:41,200604074676833.00,S,50,50,3149.95,N
XXX,EQ,7-Apr-06,14:37:42,200604074672448.00,S,1,1,3136,N
XXX,EQ,7-Apr-06,14:37:43,200604078221242.00,S,25,25,3140,N
XXX,EQ,7-Apr-06,14:37:44,200604071258301.00,S,20,200,3138.9,N
XXX,EQ,7-Apr-06,14:37:46,200604074668884.00,S,10,100,3199.95,N
XXX,EQ,7-Apr-06,14:37:48,200604071260055.00,S,3,3,3140,N
XXX,EQ,7-Apr-06,14:37:52,200604071262342.00,S,200,200,3130,N
XXX,EQ,7-Apr-06,14:37:52,200604078221932.00,S,10,10,3136,N
XXX,EQ,7-Apr-06,14:37:53,200604070991151.00,S,3,3,3160,N
XXX,EQ,7-Apr-06,14:37:54,200604071262503.00,B,5,5,3130,N
XXX,EQ,7-Apr-06,14:37:55,200604071262342.00,S,200,200,3130,N
XXX,EQ,7-Apr-06,14:37:56,200604071262612.00,S,50,50,3133.05,N
XXX,EQ,7-Apr-06,14:37:57,200604071262706.00,S,20,20,3133,N
XXX,EQ,7-Apr-06,14:37:58,200604074182360.00,S,4,4,3140,N
XXX,EQ,7-Apr-06,14:38:01,200604071262993.00,S,10,10,3132,N
XXX,EQ,7-Apr-06,14:38:01,200604077985052.00,S,10,10,3150,N
XXX,EQ,7-Apr-06,14:38:03,200604074678586.00,S,30,30,3133.95,N
XXX,EQ,7-Apr-06,14:38:03,200604074678612.00,S,10,10,3130,N
XXX,EQ,7-Apr-06,14:38:05,200604071263323.00,S,10,10,3145,N
XXX,EQ,7-Apr-06,14:38:06,200604074678793.00,S,5,5,3150,N
XXX,EQ,7-Apr-06,14:38:10,200604078223308.00,S,400,400,3149.95,N
XXX,EQ,7-Apr-06,14:38:11,200604078218752.00,S,10,10,3170.9,N
XXX,EQ,7-Apr-06,14:38:13,200604074332227.00,B,10,10,3028.8,N
XXX,EQ,7-Apr-06,14:38:16,200604078223308.00,S,400,400,3149.95,N
XXX,EQ,7-Apr-06,14:38:17,200604071264199.00,S,200,200,3125,N
XXX,EQ,7-Apr-06,14:38:17,200604078218274.00,S,10,10,3160.9,N
XXX,EQ,7-Apr-06,14:38:18,200604078212447.00,S,100,100,3178.9,N
XXX,EQ,7-Apr-06,14:38:18,200604078218556.00,S,10,10,3169.9,N
XXX,EQ,7-Apr-06,14:38:19,200604070365992.00,S,10,10,3240,N
XXX,EQ,7-Apr-06,14:38:19,200604074678612.00,S,10,10,3125,N
XXX,EQ,7-Apr-06,14:38:21,200604071260986.00,S,20,200,3128,N
XXX,EQ,7-Apr-06,14:38:23,200604074678612.00,S,10,10,3125,N
XXX,EQ,7-Apr-06,14:38:24,200604071264720.00,S,200,200,3120,N
XXX,EQ,7-Apr-06,14:38:25,200604071260986.00,S,20,200,3125,N
XXX,EQ,7-Apr-06,14:38:26,200604071264199.00,S,200,200,3125,N
XXX,EQ,7-Apr-06,14:38:26,200604071264720.00,S,200,200,3120,N
XXX,EQ,7-Apr-06,14:38:29,200604071254672.00,S,1,1,3136,N
XXX,EQ,7-Apr-06,14:38:29,200604071260986.00,S,20,200,3125,N
